original_index,chunk_id,chunk_index,text,a2_text
28,28_0,0,"A handful of local administrations in Spain have become among the first in western Europe to offer menstrual leave to their employees, in an attempt to strike a better balance between workplace demands and period pains. This year the Catalan city of Girona became the first in the country to consider flexible working arrangements for any employee experiencing discomfort due to periods. In June it announced a deal with its more than 1,300 municipal employees to allow women, trans men and non-binary individuals to take up to eight hours menstrual leave a month, with the caveat that any time used must be recovered within a span of three months. “Girona is known for many things and I think today we’re adding a new item to the list as we pioneer the approval of menstrual leave,” the city’s deputy mayor, Maria Àngels Planas, said at the time. “We are eliminating the taboo that exists around menstruation and the pain that some women suffer – that we suffer – during menstruation.” Soon afterwards the Catalan municipalities of Ripoll and Les Borges Blanques announced similar policies. In September the eastern Spanish city of Castellón de la Plana said it had signed an agreement with its 1,500 municipal workers that included a menstrual leave policy similar to Girona’s after requests from several employees. Period policies have long been enshrined in law in many parts of Asia, often rooted in concerns that workplace demands could hinder women’s ability to bear children. In 2016 the Guardian spoke to several women in Japan and China who said they were reluctant to use the entitlement over fears that doing so would antagonise male colleagues or damage their chances of a promotion. That same year Coexist, a social enterprise in Bristol, said it would become one of the first workplaces in the west to embrace menstrual leave, hoping to do away with an office culture that forced employees to choose between working while grappling with severe menstrual symptoms or using sick days or holiday. The decision triggered global debate over the policy’s merits, even as managers at Coexist reported increased commitment and productivity, and research suggested as many as 14% of women had taken time off from work or school due to periods. It was against this backdrop that the local workers union in Girona first proposed the measure.","Some cities in Spain are doing something new. They want to help women who have pain during their periods.

These cities are in Europe. They are giving women time off work when they have their period. This is to make work easier for them.

Girona is a city in Spain. It was the first city to do this. They let women work in a different way if they have period pain.

Girona has more than 1,300 workers. Women can take up to eight hours off each month. But they must work those hours later. They have three months to do this.

Maria Àngels Planas is a leader in Girona. She said that Girona is doing something special. They are talking about periods openly.

She said periods can be painful for women. They want to stop hiding this problem.

Other cities like Ripoll and Les Borges Blanques are doing the same thing.

Castellón de la Plana is another city. They also let women take time off for periods. They have 1,500 workers. Some workers asked for this help.

In Asia, some countries have had period policies for a long time. They worry that work can make it hard for women to have babies.

In 2016, some women in Japan and China talked about this. They did not want to take time off. They thought men at work would be angry. They also thought it could hurt their chances to get a better job.

In 2016, a company in Bristol, called Coexist, also started giving period leave. They wanted to change the work culture.

They did not want women to have to work when they felt bad. They did not want them to use sick days for period pain.

This idea started a big discussion. Some people liked it. Others did not. But Coexist said that their workers were happier and worked better.

Studies show that many women have taken time off work or school because of their period. About 14% of women have done this.

A workers group in Girona asked for this new period leave. They wanted to help women feel better at work."
28,28_1,1,"“There was a lot of controversy,” said Sílvia Rubio of the Intersindical-CSC union. Union reps initially considered asking for up to two days of leave a month, but the idea was quashed owing to concerns that it might make employers more reluctant to hire women or give them decision-making roles. “To avoid any discrimination based on sex, we made it so that any hours used would be made up later,” said Rubio. The negotiations with the city council proved another obstacle, forcing them to whittle down their initial request of 16 hours a month to eight hours. But what surprised many of them was that the policy was also a tough sell among some of their colleagues. “There was a lot of conflict,” she said. “We had women who said: ‘My husband has migraines, why can’t he take this leave?’” Others worried the policy would stigmatise women or brand menstruation as something that is always painful. Rubio responded by pointing to the wider picture. “We think it’s fantastic that we’ve achieved this. This is a women’s issue around the globe, there’s a lot of embarrassment around it and nobody is tackling it. We managed to do it,” she said. “But we don’t want the struggle to end here.” Instead she saw the policy as a first step towards building a workplace culture that would allow greater flexibility to address needs ranging from chronic illness to care obligations. “All of this ends up being a journey to improve workplaces for both women and men, and in both the public and the private sector.”","Sílvia Rubio works for the Intersindical-CSC union. She said there were many problems.

At first, the union wanted women to have two days off each month. But they stopped this idea. They thought companies might not hire women. Or they might not give women important jobs.

Rubio said they changed the plan. Now, women will work more hours later. This will stop unfair treatment because they are women.

It was hard to talk to the city council. The union first wanted 16 hours off each month. But the city council said no. They agreed to only eight hours.

Some people in the union did not like the idea. This surprised Rubio. She said there were many arguments.

Some women said their husbands have headaches. They asked why men cannot have time off too. Other women worried the policy would make women look bad. They thought people would think periods are always painful.

Rubio said it is important to see the big picture. She said it is great they did this. This is a women's problem around the world. Many people feel ashamed about it. No one is doing anything about it. But they did it.

She said they do not want to stop here. She thinks this is the first step. They want a better place to work. They want to help people with problems like long-term sickness. They also want to help people who need to take care of others.

She said this will help men and women. It will help people who work for the government and people who work for companies. It will make workplaces better for everyone."
29,29_0,0,"France has registered a national and European record for new coronavirus infections as the Omicron variant fuels a surge in cases across the continent, with multiple countries hitting new highs. France on Wednesday reported 208,000 cases in the previous 24 hours, up from its previous record of almost 180,000 set the day before. “This means that 24 hours a day, day and night, every second in our country, two French people are diagnosed positive for the coronavirus,” said the health minister, Olivier Véran. “We have never experienced such a situation,” he said, calling the increase “dizzying”. He said the situation in France’s hospitals was already worrying because of the Delta variant. Although the “massive wave” of Omicron cases had yet to have an impact on the healthcare system, he said it would inevitably do so eventually. The UK, Italy, Spain, Portugal, Denmark and Greece have all reported new case records this week, while beyond Europe the rolling seven-day average of new cases in the US hit a high of 267,000 on Tuesday, with Omicron accounting for 59% of these. New infections in Australia rose to nearly 18,300 on Wednesday, eclipsing the previous high of about 11,300 a day earlier. The prime minister, Scott Morrison, said the country needed “a gear change”. The World Health Organization (WHO) said the simultaneous circulation of the Delta and Omicron variants was driving an alarming wave of infections that could lead to increases in hospitalisation and deaths. Its director general, Dr Tedros Adhanom Ghebreyesus, said he was “highly concerned that Omicron, spreading at the same time as Delta, is leading to a tsunami of cases”. The WHO has said Omicron poses a “very high” risk and could submerge health systems. Studies in Britain, South Africa and Denmark suggest Omicron is less deadly than some of its predecessors, but the huge numbers of people testing positive mean hospitals in some countries might soon be overwhelmed and businesses could struggle to carry on operating because of workers having to quarantine. The rapid transmission rate of the new variant is forcing governments to find a delicate balance between reimposing restrictions to protect hospitals and keeping economies and societies open.","France has many new cases of coronavirus. This is a record for France and Europe. The Omicron type of the virus is making cases go up in Europe.

France had 208,000 new cases in one day. The day before, they had almost 180,000 cases. That was also a record.

The health minister said that two people in France get the virus every second. He said they have never seen so many cases. He called the increase ""very fast.""

The hospitals in France are already worried because of the Delta type of the virus. The Omicron type is new, and it has not affected the hospitals much yet. But the minister said it will affect the hospitals soon.

The UK, Italy, Spain, Portugal, Denmark, and Greece also have many new cases. In the US, there are 267,000 new cases each day. Omicron is 59% of these cases.

Australia has almost 18,300 new cases. The day before, they had 11,300 cases. The prime minister said they need to change their plan.

The World Health Organization (WHO) said that Delta and Omicron are both spreading. This is causing many infections. This could mean more people in the hospital and more deaths.

The head of WHO is worried. He said Omicron is spreading fast, and Delta is still here. This is like a big wave of cases.

The WHO said Omicron is a ""very high"" risk. It could be too much for the hospitals.

Studies show that Omicron may not be as dangerous as other types. But many people are getting it. This means hospitals may have too many patients. Businesses may have problems because workers have to stay home.

Omicron spreads very fast. Governments are trying to find the right thing to do. They want to stop the virus to protect the hospitals. But they also want to keep the economy going."
29,29_1,1,"Spain reduced its Covid self-isolation period to seven days from 10, even as the number of new infections hit record highs, after businesses expressed fears the Omicron surge would leave them with mounting staff shortages. The Italian cabinet decided on Wednesday night to scrap the isolation period for people who have received three shots of a Covid vaccine and are subsequently exposed to someone who has tested positive. The cabinet also tightened measures against the unvaccinated, and from 10 January a health pass proving immunisation or recovery from coronavirus will be required when travelling by bus, metro, train and taking domestic flights. Meanwhile, a proposal to tighten measures against unvaccinated workers was rejected. Authorities reported another new record daily tally of 98,030 cases on Wednesday. French MPs on Wednesday started debating a new law that would allow only vaccinated people to enter bars, restaurants, cinemas, museums, sports arenas and other public venues, with a negative Covid test no longer to be accepted. Italy is one of several countries to have cancelled or restricted public celebrations since the resurgence of the virus. Greece, which has also banned Christmas and new year festivities in public places, on Wednesday imposed new restrictions on the hospitality sector, bringing forward measures planned for early January, after authorities announced a new daily record of 21,657 cases, more than double Monday’s figure. Bars, nightclubs and restaurants will have to close at midnight, with no standing customers and no music, with the exception of New Year’s Eve when they can stay open until 2am. “These measures, if they are applied in our entirety, will allow us from mid-January to go back to our normal lives,” said the health minister, Thanos Plevris. Some countries are still waiting for the Omicron wave to hit. Case numbers are still falling in Germany, but its health minister, Karl Lauterbach, said the true number could be much higher because fewer tests were being done over the holiday season. He said the real incidence was “two or three times as high” as Wednesday’s reported rate of 205 Covid cases per 100,000 people over seven days, the lowest since November, adding that a sharp jump was expected “within a very short period of time”.","Okay, here's the rewritten text at a CEFR A2 level, following your instructions:

**Spain Changes Rules for Covid**

Spain had a rule about staying home if you might have Covid. People had to stay home for ten days. Now, Spain says people only need to stay home for seven days.

This happened because many people are getting Covid. This is because of a new type of Covid called Omicron. Businesses were worried because many workers could not come to work.

**Italy Changes Rules for Covid, too**

Italy has also changed some rules about Covid. If you had three Covid shots, you do not need to stay home. This is true even if you were near someone with Covid.

Italy also made rules stricter for people who did not get the Covid shot. After January 10th, you need a health pass to travel. The health pass shows you got the shot or were sick with Covid before. You need it for the bus, train, and airplane inside Italy.

Italy said no to a plan to make rules stricter for workers who did not get the shot.

On Wednesday, Italy said 98,030 new people got Covid. This is the most new cases in one day.

**France Debates New Rules**

People in France are talking about a new law. The law says only people with Covid shots can go to some places. These places are bars, restaurants, and movie theaters. They also include museums and sports places. You cannot go to these places only with a negative Covid test. You must have the shot.

**Other Countries Change Rules**

Italy is one of many countries that stopped parties. They stopped parties because Covid is spreading again.

Greece also stopped parties for Christmas and New Year’s. Now, Greece has new rules for restaurants. Restaurants and bars must close at 12 at night. People cannot stand up in the bars. There is no music allowed. But on New Year's Eve, they can stay open until 2 in the morning.

The health minister in Greece said if people follow these rules, things can go back to normal in January.

**Germany Waits for More Covid Cases**

Some countries are waiting for more people to get sick with Omicron. In Germany, fewer people are getting sick right now. But the health minister said the real number is probably higher. This is because fewer people are getting tested because of the holidays.

The health minister thinks the real number of people with Covid is much higher than the official number. He thinks there will be many more people with Covid soon."
29,29_2,2,"On Tuesday Germany closed nightclubs and ordered organisers of sports events to hold them behind closed doors. It also limited private gatherings to 10 vaccinated people, or just two households if an unvaccinated person is present. The rules came on top of restrictions already hitting the unvaccinated, who are barred from shops, restaurants and cultural events. Lauterbach said the rules may have to be toughened further, as existing measures “will not be enough to prevent a significant rise in Omicron cases”. In Belgium, however, where case numbers are also relatively low, the government reversed course on Wednesday, allowing theatres and cinemas to reopen after a court suspended their closure. Meanwhile, other European countries are still grappling with the Delta variant. Poland reported 794 Covid-related deaths on Wednesday, the highest number in the fourth wave of the pandemic. The deputy health minister, Waldemar Kraska, said more than 75% of those who died were unvaccinated.","Here is the rewritten text in CEFR A2 level English:

On Tuesday, Germany said nightclubs must close. They also said sports events must happen without people watching.

People cannot have big parties. Only 10 people who have the vaccine can meet. If someone does not have the vaccine, only two families can meet.

These rules are new. There were already rules for people without the vaccine. They cannot go to shops, restaurants, or fun events.

Lauterbach said the rules might become stronger. He said the rules may not stop Omicron from spreading a lot.

In Belgium, things are different. The number of sick people is low there. The government changed its mind. They will let theatres and movie theaters open again. A court said they could not close them.

Other countries in Europe still have problems with the Delta type of the virus.

Poland said 794 people died from Covid on Wednesday. This is the most in the fourth wave of the virus.

Waldemar Kraska works for the health ministry. He said most of the people who died did not have the vaccine. More than 75% did not have the vaccine."
30,30_0,0,"Ukrainian forces appear to have edged closer to recapturing the key-Russian controlled city of Kreminna in Luhansk province as heavy fighting continued in the east and south of the country. The regional governor of Luhansk, Serhiy Haidai, said fighters in part of the city controlled by Russian command were forced to retreat to Rubizhne, a town a few miles to the south-east, as a result of Ukrainian military pressure. “The Russians understand that if they lose Kreminna, their entire line of defence will fall,” Haidai wrote on the Telegram messaging app on Tuesday. “The Russian occupation troops managed to build a very powerful defence in a month, even a little more. They are bringing there a huge amount of reserves and equipment. They are constantly renewing their forces.” The Guardian could not independently confirm the battlefield developments. Recapturing Kreminna and nearby Svatove could open the way for Kyiv to launch an offensive on Sievierodonetsk and Lysychansk, two cities Ukraine lost in the summer. The fierce fighting continues amid no sign of imminent peace talks. Late on Monday Russia’s foreign minister, Sergei Lavrov, said Kyiv must accept Moscow’s demands of “demilitarisation and denazification” or suffer defeat on the battlefield. Lavrov’s statements show the Kremlin has no intention of climbing down from its maximalist goals of regime change in Ukraine, despite Vladimir Putin’s claims on Sunday that Russia was ready for talks to end the war. In its daily military briefing on Tuesday, Britain’s defence ministry said Russian troops continued to focus their efforts on capturing the city of Bakhmut in the Donetsk region. Russian soldiers, alongside fighters from the Wagner private military group, have been trying to seize Bakhmut since July, after reaching the outskirts of the city. Bakhmut has been largely ravaged after nearly five months of fighting and has been referred to by both sides as the “Bakhmut meat-grinder”. The battle for Bakhmut is seen as an important test for the Wagner head, Yevgeny Prigozhin, who is believed to have recruited thousands of Russian convicts to help storm the city.","Ukrainian soldiers are fighting in the east and south of Ukraine. They are trying to take back the city of Kreminna. Kreminna is in the Luhansk area. Russia controls this city now.

The leader of the Luhansk area, Serhiy Haidai, said something about this. He said that Russian soldiers had to move back. They moved to Rubizhne. Rubizhne is near Kreminna. The Ukrainian army made them move.

Haidai said that Russia knows something important. If they lose Kreminna, they will lose other places too. Russia has made strong defenses in Kreminna. They have been working for over a month. They are sending more soldiers and equipment.

It is hard to know exactly what is happening in the war.

If Ukraine takes back Kreminna and Svatove, it will be good for them. Then they can attack Sievierodonetsk and Lysychansk. Ukraine lost these cities in the summer.

The fighting is very bad. There are no peace talks now.

Sergei Lavrov is a leader in Russia. He said Ukraine must agree to what Russia wants. Russia wants Ukraine to have fewer weapons. Russia also says Ukraine needs to get rid of ""Nazis."" If Ukraine does not agree, Russia will win the war.

Lavrov's words show that Russia wants to change the government in Ukraine. Vladimir Putin said Russia wants to talk about ending the war. But Lavrov's words show something different.

Britain's army said something about the fighting. They said that Russian soldiers are trying to take Bakhmut. Bakhmut is in the Donetsk area. Russian soldiers and Wagner fighters are trying to take Bakhmut. They have been trying since July.

Bakhmut is very damaged. There has been fighting there for five months. People call it the ""Bakhmut meat-grinder."" This means the fighting there is very bad.

The fight for Bakhmut is important for Yevgeny Prigozhin. He is the leader of the Wagner group. He has hired many prisoners to fight in Bakhmut."
30,30_1,1,"Prigozhin has previously criticised the Russian defence ministry for its performance in Ukraine and has lauded Wagner as the country’s most capable fighting force. In a video published on Monday and purportedly filmed near Bakhmut that will further fuel speculations over tensions within the Russian forces, two apparent Wagner soldiers are seen insulting the chief of general staff, Valery Gerasimov. “You are … the damn devil. We have nothing to fight with, we have no shells,” one of the men is heard saying. The Guardian could not independently verify the footage, but when asked about the video by Russian journalists, Prigozhin appeared to express his approval for the actions of the soldiers, saying he travelled to Bakhmut to meet them. “The guys asked me to convey that when you sit in a warm office, the problems of the frontline are hard to hear,” Prigozhin said in a statement, in an apparent dig at the country’s top military command. Last Thursday, Ukraine claimed Russia had “relocated” some of its aircraft away from the Engels airfield, which Moscow said was struck by a Ukrainian drone a day earlier, resulting in the death of three Russian servicemen. “After yesterday’s well-known events, we see that the planes are dispersed there, namely strategic aviation … Of course, a certain number of aircraft still remain there, but many of them have already been relocated to various airfields,” Col Yuriy Ignat, the chief spokesperson for the Ukrainian Air Force Command, told Ukrainian media. Elsewhere, Russia’s security services claimed they had “liquidated” four Ukrainian soldiers who were on a reconnaissance mission in Russia’s southern Bryansk region, near Ukraine’s border. If confirmed, the incident sheds light on the ongoing activities of Ukrainian saboteurs inside Russian territory. Since the start of the war, a number of military targets, including oil and weapon depots have been damaged after catching fire. Kyiv does not publicly admit to attacks inside Russia but has previously cheered such incidents as payback.","Here's the rewritten text, adjusted to CEFR A2 level:

Prigozhin has talked about the Russian army before. He said they are not doing well in Ukraine. He said Wagner soldiers are the best fighters in Russia.

There is a new video. It may show problems in the Russian army. In the video, two men seem to be Wagner soldiers. They are saying bad things about a top army leader, Valery Gerasimov. The video was said to be made near Bakhmut.

One man in the video said, ""You are like the devil. We have nothing to fight with. We have no bullets.""

The Guardian newspaper is not sure if the video is real. But Russian reporters asked Prigozhin about the video. Prigozhin seemed to agree with the soldiers. He said he went to Bakhmut to meet them.

Prigozhin said, ""The men asked me to tell you that it is hard to understand the war if you are in a warm office."" He seemed to be talking about the top army leaders.

Last Thursday, Ukraine said Russia moved some planes. The planes were moved from the Engels airfield. Moscow said Ukraine attacked the airfield with a drone. Three Russian soldiers died.

A Ukrainian officer, Yuriy Ignat, said the planes are now in different places. He said some planes are still at the airfield. But many planes have been moved.

Also, Russian security said they killed four Ukrainian soldiers. The soldiers were on a secret mission in Russia. They were in the Bryansk area, near the border with Ukraine.

If this is true, it shows that Ukrainian soldiers are doing secret things inside Russia.

Since the war started, some places in Russia have been damaged. These places include oil and weapon storage. They caught fire.

Ukraine does not say they attacked Russia. But they are happy when these things happen. They think it is revenge."
30,30_2,2,"Also on Tuesday, Putin concluded his two-day “informal summit” in St Petersburg with the heads of the Commonwealth of Independent States, a Moscow-led group consisting of former Soviet states, by gifting the eight leaders present gold rings. The meeting came on the back of growing unease between the Russian president and the rest of the CIS bloc, as nations have sought to distance themselves from Moscow’s faltering war.","On Tuesday, Putin finished his meeting in St Petersburg.
The meeting lasted two days.
It was a meeting with leaders from the CIS.
The CIS is a group of countries.
These countries used to be part of the Soviet Union.
Moscow leads this group.

Putin gave the leaders gold rings.
There were eight leaders at the meeting.

Recently, some countries in the CIS are not happy with Russia.
These countries want to be separate from Russia.
They are worried about the war Russia is fighting.
The war is not going well for Russia."
31,31_0,0,"European countries are preparing to scale up the monitoring of potential new coronavirus variants from China, as Spain and France brought back mandatory testing at airports in response to Beijing’s rapid rollback of anti-infection measures. The two countries on Friday followed Italy’s lead by requiring arrivals from China to show a negative test result, though unlike Rome, Spain makes exceptions for those who can prove they are fully vaccinated. At a press conference announcing Spain’s new measures, the country’s health minister, Carolina Darias, also said she was pushing to revise the conditions that had to be met in order for travellers to obtain the EU’s digital Covid certificate. A rise in infections across China and doubts over the regime’s official data have prompted the return of Covid checks in several countries outside the EU, including the US, India, Israel, Taiwan, South Korea and Japan. The UK has announced a similar move. Chinese state media said the return of such testing requirements for travellers from China was “discriminatory” and politically motivated in an attempt to undermine China’s reopening. In Brussels, Berlin and Paris, however, officials said this week it was important to be vigilant but too early to raise alarm over the outbreak in the world’s most populous country. Germany’s health minister, Karl Lauterbach, said it was “not yet necessary” to bring back mandatory testing for travellers coming into the borderless Schengen area from China via Germany. Data on Covid variants provided by Beijing was not sufficiently reliable, the centre-left politician said. “And therefore we very much have to rely on doing that ourselves,” for example by carefully looking at individual flights, he said. The European Commission’s health policy chief on Friday urged the EU’s 27-member states to consider scaling up gene sequencing of Covid-19 infections and monitoring of wastewater, including from airports, to detect any new variants that could be brought in from China. In a letter to health ministers of the EUmember states, Stella Kyriakides said the bloc should be “very vigilant” when China lifts travel restrictions on 8 January, since reliable epidemiological and testing data for China were quite scarce.","Many European countries are getting ready. They want to watch for new types of coronavirus from China.

China is changing its rules about the virus. Spain and France are making people take tests at airports again. This is for people coming from China.

On Friday, Spain and France did what Italy did. People from China must show a negative test. This means they do not have the virus. But Spain has an exception. People who are vaccinated do not need a test.

Carolina Darias is the health minister in Spain. She said she wants to change the rules for the EU's Covid certificate. This certificate shows if people are safe to travel.

In China, many people are getting sick. Some countries do not trust the numbers from China. So, these countries are checking people for Covid again. This includes the US, India, and others. The UK is also starting to check people.

China says these tests are not fair. They think other countries are trying to hurt China. They say it is because China is opening up again.

Officials in Europe are watching carefully. But they do not think it is time to worry too much. Germany's health minister said tests are not needed yet. People can travel from China to Germany without tests.

The minister said the virus information from China is not good. So, Germany needs to check on its own. They will look at flights carefully.

The EU's health leader wants countries to check the virus in people. They also want to check the water from airports. This will help them find new types of the virus from China.

Stella Kyriakides wrote a letter to the health ministers of the EU countries. She said they need to be careful. China will let people travel more on January 8. But the EU does not have good information about the virus in China."
31,31_1,1,"In the letter, Kyriakides advised ministers to assess their practices on gene sequencing of the coronavirus “as an immediate step”, Reuters reported. Earlier in the week, Italy’s far-right prime minister, Giorgia Meloni, argued that requiring Covid tests for all passengers from China was “only effective if it is taken at the European level”, noting that many people arrive in Italy on connecting flights through other European countries. After an announcement made by Italy’s health ministry on Thursday, travellers from China are obliged to show a negative test result upon embarking on their flight and to take a second antigen test upon their arrival.","Here is the text rewritten for CEFR A2 level:

Kyriakides wrote a letter to ministers. Reuters said this. In the letter, Kyriakides told ministers to check how they study the coronavirus. They should do this quickly. They need to study the genes of the virus. This is an important first step.

Earlier this week, Giorgia Meloni spoke. She is the leader of Italy. She said everyone from China should have a COVID test. She said this only works if all of Europe does it. Many people fly to Italy. They stop in other European countries first.

Italy's health ministry said something on Thursday. Now, people from China must show a test. The test must be negative before they fly. They must also take another test when they arrive in Italy. This is an antigen test."
32,32_0,0,"Brazil has been gearing up for one of the most monumental new years in its history as the South America nation prepared to both welcome a new president and say goodbye to one of its most famous sons. Huge crowds are expected in Brasilia on 1 January to see Luiz Inácio Lula da Silva inaugurated for a four-year term, while a day later football fans will gather in Santos to bid farewell to Pelé, the football legend who died on Thursday. Edson Arantes do Nascimento died of multiple organ failure after battling colon cancer for more than a year. The 82-year-old former Santos and New York Cosmos player had been in hospital for more than a month. “The city is in mourning,” said Walter Dias, an 87-year-old journalist who covered Santos during their glory days in the 1960s and remained a friend to both Pelé and his family. “Everyone here is sad because at the end of the day Pelé was such a part of our lives. He brought us so much joy. It’s like we’ve lost a member of the family.” Brazilian funerals customarily take place within 24 hours of bereavement, but Pelé’s family reportedly asked for more time to allow family members to gather for what is expected to be an emotional farewell. Pelé was married three times and had seven children and many more grandchildren. Some live in the United States and others are scattered across Brazil, a nation almost as big as Europe. Big crowds are expected to converge in the city and surrounding area that is home to almost 2 million people, and the world’s media will also be there in massive numbers. The outgoing president, Jair Bolsonaro, who was named Jair after the former Santos player Jair da Rosa Pinto, is not expected to attend the funeral. Reports on Friday said the far-right president would fly to Florida in the coming hours and avoid handing over the sash of office to his leftist successor. In his final address as president on Friday, Bolsonaro criticised Lula’s new cabinet as well as one of his own supporters who was caught in an alleged plot to blow up a fuel lorry ahead of Sunday’s inauguration.","Brazil is ready for a big new year. It is a very important time for the country.

Brazil will have a new president. His name is Luiz Inácio Lula da Silva. He will start his job on January 1st. Many people will come to see him in Brasilia. He will be president for four years.

Brazil will also say goodbye to Pelé. Pelé was a very famous football player. He died on Thursday.

Pelé's real name was Edson Arantes do Nascimento. He was 82 years old. He was sick for a long time with cancer. He was in the hospital for over a month. He died because his body stopped working.

People in Santos are very sad. Santos is the city where Pelé played football. Walter Dias is an old journalist. He knew Pelé. He said that everyone is sad. He said Pelé was like family.

Usually, funerals in Brazil happen quickly. But Pelé's family wants more time. They want all the family to come. It will be a sad goodbye.

Pelé had three wives. He had seven children and many grandchildren. Some live in Brazil. Some live in the United States. Brazil is a very big country. It is almost as big as Europe.

Many people will come to Santos. The city has almost two million people. Many news reporters will also be there.

The old president is Jair Bolsonaro. He will not go to the funeral. He will go to Florida. He will not give the president's sash to Lula.

On Friday, Bolsonaro talked to the people. He said he did not like Lula's new helpers. He also talked about a person who wanted to blow up a truck. This person supports Bolsonaro."
32,32_1,1,"That terrorist threat has darkened the mood in Brasilia, and the weekend is set to be both tense and festive – but whatever happens could be overshadowed by the following day’s events. Although dignitaries from more than 120 nations are due to attend Lula’s inauguration, Pelé’s death is a truly global story and preparations for his farewell are akin to a state funeral. Presidents, prime ministers, sports stars and former teammates all sent messages of love and sympathy after the news of his death broke on Thursday afternoon. Bolsonaro decreed three days of state mourning. The incoming leader, Lula, said: “Few Brazilians have taken our country’s name as far as he has. However different their language was to Portuguese, foreigners from all over the planet always found a way of pronouncing the magic word: ‘Pelé.’” In a sombre message, the president of Santos, the club where Pelé made his name, said he would never be forgotten. “Pelé did not die, Pelé is eternal and he will live in our hearts forever,” Andres Rueda said. “He came here to Santos as a boy, and he left as a king. He was idolised not just by the Santos nation but by the whole of Brazil and by all football fans. Edson, rest in peace. Pelé, keep watching over us.” Santos said Pelé’s body is being held at the Albert Einstein hospital in São Paulo until the early hours of Monday morning, when it will be taken 50 miles down the coast to the club’s Vila Belmiro stadium. The coffin will be laid in the middle of the pitch and fans will be allowed into the ground to pay their respects. His body will be laid out in the centre circle for 24 hours before being taken for a private family funeral at 10am on Tuesday. The funeral cortege will leave the ground and be driven through the streets of the port city, along the road where Pelé’s mother, Celeste, who celebrated her 100th birthday in November, still resides.","The news about a possible terror attack has made people in Brasilia worried. This weekend will be exciting, but also stressful. But something else is happening that might be more important.

Lula will become the new president. People from many countries will come to see him. But Pelé died, and this is important for the whole world. They are preparing a big goodbye for him, like a funeral for a leader.

Many important people sent messages. Presidents, prime ministers, sports stars, and his old friends all said they were sad. Bolsonaro said the country will have three days of sadness.

Lula said Pelé made Brazil famous. People all over the world knew his name, even if they spoke a different language. They knew how to say ""Pelé.""

The president of Santos football club is very sad. Pelé played for Santos. He said people will always remember Pelé. He said Pelé is forever and will live in our hearts. Pelé came to Santos as a young boy. He became a king there. People loved him in Santos, in Brazil, and all over the world. He said, ""Pelé, rest in peace. Watch over us.""

Santos said Pelé's body is at a hospital in São Paulo. On Monday morning, they will take his body to Santos. The trip is about 50 miles. They will take him to the Vila Belmiro stadium, where he played.

People can come to the stadium to say goodbye. His body will be in the middle of the field for 24 hours. Then, on Tuesday, his family will have a private funeral.

The funeral will start at 10 am. The cars will drive through the streets of Santos. They will drive past the house where Pelé's mother lives. She is 100 years old."
32,32_2,2,"The former athlete of the century will be laid to rest at the Memorial Necrópole Ecumênica, a vertical cemetery with space for 18,000 bodies that claims to be the tallest in the world. Pelé chose and paid for a space on the ninth floor of the building almost two decades ago, according to the newspaper O Globo. He wanted to be laid to rest on the ninth floor because his father, Dondinho, wore the No 9 shirt as a player. The location has a view overlooking the Vila Belmiro stadium and was chosen by Pelé because it transmitted “spiritual peace and tranquility” and “didn’t look like a cemetery”, O Globo said. “I think there will be lots of people,” Dias said of the public commemoration. “The city is preparing and people will turn out. Pelé is loved by people here and by fans of the club because he projected the name of Santos all over the world.”","Here is the rewritten text at CEFR A2 level:

Pelé was a very famous athlete. He was the athlete of the century. He will be buried soon.

He will be buried at a special place. It is called Memorial Necrópole Ecumênica. It is a tall building. It is like a cemetery, but it is very tall. It has space for 18,000 bodies. People say it is the tallest in the world.

Pelé chose this place a long time ago. He paid for a spot on the ninth floor. This was almost twenty years ago. The newspaper O Globo wrote about it.

He wanted to be on the ninth floor. His father was a player. His father wore the number 9 shirt. That is why Pelé chose the ninth floor.

The place has a good view. You can see the Vila Belmiro stadium. Pelé chose this place because it felt peaceful. He said it felt calm. He said it did not look like a cemetery. O Globo wrote this.

Someone named Dias talked about the burial. He said many people will come. The city is getting ready. People will come to remember Pelé. People in Santos love Pelé. Fans of the club love him too. He made the city of Santos famous all over the world."
