original_index,chunk_id,chunk_index,text,a2_text
60,60_1,1,"Volcker never bought the proposition that the market was magical or that there could be a systematic relationship between the growth of the money supply and inflation. Rather he was intuitively suspicious of the short term and predatory instincts of most financial market participants, which lead to volatile and unpredictable market movements, and intuitively suspicious of the mania for dismantling the New Deal rules and regulations that restrained their worst types of behaviours that “free market“ economists said were inhibiting the efficiency of the US financial system. His willingness to be austere in raising interest rates so high was because he knew dear money worked reliably in squeezing inflation – not because he was an advocate of a hyper-free-market economy. He would be equally austere in resisting the siren calls to deregulate finance in the name of freeing up the market. It would come to no good. Nor did it. Volcker was a critic of successive rounds of financial deregulation after he left office, saying that the only useful financial innovation he had encountered was the invention of the ATM – cash dispensing machines. Even before the 2008-09 financial crisis he was warning that the invention of mortgage backed securities and credit default swaps were inherently unstable, in effect transferring risk to the Federal Reserve, which would be compelled to underwrite the financial system if the markets ever lost confidence in them. So it proved as the financial crisis broke for precisely the reasons about which he had warned – unlike his successor Alan Greenspan, who had enthusiastically and uncritically embraced financial deregulation. President Obama appointed him head of the president’s economic advisory board in 2009 in the midst of the crisis. There he argued that the emergence of banks that were too big to fail, so forcing central bank rescues, was morally and economically insupportable and they should be broken up. If that was politically impossible then at least commercial banks who took deposits from the ordinary public should be banned from trading in high-risk financial derivatives on their own account – the so-called Volcker rule. Obama adopted the proposal and it became section 619 of the 2010 Dodd Frank Wall Street Reform Act; banks cannot own, invest in or sponsor hedge funds, private equity funds or other trading operations for their own use.","Paul Volcker did not think the market was magic. He did not think money growth and inflation were always connected.

He did not trust the short-term plans of many people in the market. He thought they could make the market change a lot and be hard to predict.

Volcker did not like getting rid of old rules. These rules stopped bad behavior in the market. Some economists said these rules made the market less efficient.

Volcker was ready to raise interest rates very high. He knew this would lower inflation. He did this because it worked. He was not trying to make the market completely free.

He also did not want to remove rules from the financial market. He thought it would cause problems. And it did cause problems.

After he left his job, Volcker said that many new financial rules were bad. He said the only good new thing was the ATM. ATMs are machines that give you money.

Before the 2008 financial crisis, he said some new things were dangerous. These things were mortgage-backed securities and credit default swaps. He said they could make the Federal Reserve take on too much risk. He thought the market would lose trust in them.

He was right. The financial crisis happened because of these things. He had warned about them. Alan Greenspan, who came after Volcker, liked the new financial rules.

In 2009, President Obama asked Volcker to lead an economic group. This was during the financial crisis.

Volcker said some banks were too big. If they failed, the government had to help them. He thought this was wrong. He said these banks should be made smaller.

If this was not possible, he said banks should not be allowed to trade in risky things. These banks take money from normal people. This idea was called the Volcker Rule.

Obama liked this idea. It became part of a law in 2010. The law said banks cannot own or invest in certain risky funds for their own profit."
60,60_2,2,"Volcker had once again made an indelible mark on the US financial system, and influenced British thinking in the legal obligation to ringfence commercial and investment bank operations. Born in Cape May, on the southern tip of New Jersey, Paul Jr was the son of Paul Volcker, a civil engineer, and his wife, Alma (nee Klippel); his grandparents were all German immigrants. He grew up in the conventional world of 1930s and 40s America – going to high school, attending the local Lutheran church, but already showing an interest in public affairs and a precocious intelligence . He gained a degree in history, economics and political science at Princeton University (1949), and went on to do a master’s in political economy and government at Harvard, and to study at the London school of Economics. In 1952 he joined the New York Federal Reserve as an economist. A career alternating between Wall Street and the US Treasury in ever more responsible jobs then followed before fatefully he caught the eye of President Carter in 1979. He was a convinced believer in international collaboration, helping to fashion the Plaza accords in 1986 when Germany and Japan agreed to allow their currencies to appreciate, so limiting their trade imbalances with the US. This vital adjustment, he knew, would not come from market forces spontaneously but from intergovernmental collaboration. He was a founder of the Trilateral Commission, to foster relations between Japan, western Europe and north America, and regular attender at the Bilderberg meetings of leaders and experts from Europe and north America, believing that the key international players had to understand each other better. Towards the end of his life this believer in the power, capacity and importance of good government became increasingly concerned about the collapse of trust in government, founding the Volcker Alliance to advance the understanding of – and education for – careers in public service. In 1954 he married Barbara Bahnson; she died in 1998. In 2010 he married Anke Dening, and she survives him, along with James and Janice, the children of his first marriage. • Paul Adolph Volcker, central banker and economist, born 5 September 1927; died 8 December 2019","Paul Volcker changed the US money system a lot. He also affected how banks work in Britain. He made banks keep some parts of their business separate.

Paul Jr. was born in Cape May, New Jersey. His father, Paul Volcker, was an engineer. His mother was Alma. His grandparents came from Germany.

He grew up in America in the 1930s and 40s. He went to high school and church. He liked to learn about what was happening in the country. He was very smart.

He studied at Princeton University and got a degree. He studied history, economics, and politics. He also studied at Harvard and in London.

In 1952, he started working at the New York Federal Reserve. He was an economist. He worked on Wall Street and for the US government. He got better and better jobs. In 1979, President Carter noticed him.

Paul Volcker thought countries should work together. In 1986, he helped create the Plaza Accords. Germany and Japan agreed to let their money become more valuable. This helped with trade problems with the US. He knew this change would not happen by itself. Countries needed to work together.

He helped start the Trilateral Commission. This group helped Japan, Europe, and North America work together. He also went to Bilderberg meetings. These meetings were for leaders from Europe and North America. He thought important people needed to understand each other.

Later in his life, he worried that people did not trust the government. He started the Volcker Alliance. It helped people learn about jobs in government.

In 1954, he married Barbara Bahnson. She died in 1998. In 2010, he married Anke Dening. She is still alive. He had two children, James and Janice, from his first marriage.

Paul Adolph Volcker was born on September 5, 1927. He died on December 8, 2019. He was a central banker and economist."
61,61_0,0,"High street sales slumped in November in the weakest period for consumer spending for more than a year, as shoppers reined in their spending in the run-up to Christmas. The Office for National Statistics said retail sales across Britain fell by 0.6% when compared with the previous month, with only household goods stores reporting growth. In a sign of the stress facing retailers, the quantity of goods bought dropped by 0.4% in the three months to November compared with the previous three months, the first decline since April 2018. Annual growth in sales also slowed to 1%, mainly because of a slump in spending in non-food stores. The latest figures from the high street and online suggest heavy discounting around Black Friday failed to tempt consumers to part with their cash in one of the worst periods for retailers in recent decades. Analysts said unsettled weather, political and economic uncertainty over Brexit and the snap election, and consumers leaving their shopping to the last minute in hope of bigger discounts, all had an impact last month. High street retailers are also struggling with rising wage bills and the cost of business rates, as well as tough competition as consumers switch to online shopping. Recognising the difficulties on the high street, the government said it was committed to a “fundamental review” of business rates and announced new measures to help independent retailers in the Queen’s speech on Thursday. The measures include a 50% discount on business rates for small to medium-sized high street properties including shops, pubs and restaurants with a rateable value of less than £51,000, up from a 33% discount at present. The discount is also being extended to cinemas and music venues. The plans are unlikely to do much to help troubled major retailers such as House of Fraser or Debenhams as retail chains are not eligible for the discount and neither are large department stores. November was the fourth month in a row without growth in retail spending – the longest stretch since the mid-90s. The ONS said Black Friday was not included in the figures, as the US-inspired day of shopping discounts fell late in the month, on 29 November. It said its seasonally adjusted estimates accounted for this shift in timing. However, analysts said the timing of Black Friday could have had an impact and probably distorted November’s spending figures. The ONS said Black Friday spending patterns would probably influence its December release, with only early promotions captured in the November estimates.","Shops on the street sold less in November. It was the worst time for shops in more than one year. People did not buy as much before Christmas.

The Office for National Statistics said sales in Britain went down. They went down by 0.6% from last month. Only shops with things for the house sold more.

Shops are having problems. People bought 0.4% less things in the last three months. This is the first time sales went down since April 2018.

Sales grew slower this year. They grew by only 1%. This is because people did not buy things from non-food shops.

Shops on the street and online had big sales for Black Friday. But people still did not buy much. This was one of the worst times for shops in many years.

Experts said the weather was bad. They said people were not sure about Brexit and the election. People waited to buy things to get better sales. All these things made sales bad last month.

Shops on the street have to pay more money to workers. They also have to pay business rates. It is hard for them because people buy things online.

The government knows shops on the street have problems. They said they will look at business rates again. They will help small shops. The Queen said this on Thursday.

Small shops will pay 50% less business rates. This includes shops, pubs, and restaurants. They must be worth less than £51,000. Before, they paid 33% less. Cinemas and music places will also pay less.

These plans will not help big shops like House of Fraser or Debenhams. Big shops cannot pay less business rates. Big shops are having problems.

November was the fourth month in a row that shops sold less. This is the longest time since the 1990s.

The Office for National Statistics said Black Friday is not in these numbers. Black Friday was at the end of November, on the 29th. They changed the numbers to show this.

But experts said Black Friday might have made a difference. It might have changed the numbers for November.

The Office for National Statistics said Black Friday will change the numbers for December. The numbers for November only show sales before Black Friday."
61,61_1,1,"Duncan Brewer, a retail partner at the consultancy Oliver Wyman, said political uncertainty had lifted since the election and unemployment remained low, in a positive signal for consumer spending. However, he warned that at least two high street shopping chains were likely to go bust next year and about 100,000 jobs were likely to be cut across the sector. He said: “The slump in retail sales over November goes to show that despite the momentous shopping holiday of Black Friday and Cyber Monday, discounting periods are not an effective way of getting people into the shops.”","Here is the rewritten text at CEFR A2 level:

Duncan Brewer works for a company called Oliver Wyman. He helps shops. He said the election is over. This is good. Not many people are without a job. This is also good for shopping. People will spend money.

But Duncan also said something bad. At least two big shops will close next year. About 100,000 people who work in shops will lose their jobs. That is a lot of people.

He said that shops had low sales in November. November has special shopping days like Black Friday and Cyber Monday. Shops sell things for less money then. But Duncan said that selling things for less does not help shops. It does not make people go to the shops."
62,62_0,0,"No one has dug into the vaults of the Bank of England and pilfered a gold bar, but security breaches for a central bank in the 21st-century age of information do not come much worse than this. Hedge funds have managed to gain access to an audio feed of the governor’s press conferences, thereby securing for themselves an advantage of a few seconds over viewers of the slightly delayed TV broadcast. In modern frantic markets, seconds can matter. The misuse of the audio feed by an unnamed third-party supplier is “wholly unacceptable”, said the Bank after the report by the Times. The governor, Mark Carney, will be squirming with embarrassment. He arrived in 2013 on a mission to modernise the Bank’s operations and information security was top of the list. Now Threadneedle Street stands accused of gross naivety. The audio feed was designed as a back-up in case the TV system failed, but the potential for mischief should have been obvious. The Bank left a back door, if not wide open, then significantly ajar. The call for somebody’s resignation will be loud. No hedge fund or trader, it should be said, had advance knowledge of the Bank’s actual policy decisions, which are the main event on these stage-managed occasions. Interest rate decisions, for example, are announced to the world on the stroke of midday, and the full set of accompanying documents is published simultaneously. Journalists are allowed to read the contents in advance only if they are locked in the bowels of the Bank until midday in a secure room with no wifi or mobile phone signal. The security breach concerns only the press conferences, which start at 12.30pm. A consolation for the Bank, one could argue, is that Carney’s press conferences tend to be spectacularly dull. He’s in the business of explaining reports that are in the public domain by the time he speaks and he tends not to stray far from his mental script. For ordinary mortals, a five-second informational advantage might be useless. Even five minutes to wade through Carney’s sub-clauses might not yield nuggets to indicate if the pound should be moving up, down or sideways.","It is hard to steal gold from the Bank of England. But something bad happened with security. It is about information in the 21st century.

Some companies got a secret audio of the governor speaking. The governor is the boss of the bank. He talks to the news on TV. But these companies heard him a few seconds earlier.

In today's fast markets, a few seconds can make a difference. The audio was given by another company. The Bank said this was very bad.

The newspaper, the Times, wrote about it. The governor, Mark Carney, will be upset. He came to the bank in 2013. He wanted to make the bank more modern. He also wanted better security.

Now, people think the bank was not careful. The audio was a backup. It was for if the TV did not work. But the bank should have known someone could use it for bad things. The bank left a door open.

Many people will want someone to leave their job. But the companies did not know the bank's plans early. The bank makes important decisions. For example, about interest rates.

The bank tells the world about these decisions at 12 o'clock. They also give out documents. Journalists can read them early. But they must stay in a room. The room has no internet or phones. They stay there until 12 o'clock.

This problem is only about the press conferences. These start at 12:30. The governor's talks are often boring. He explains reports that people can already read. He does not say much new.

For normal people, five seconds is not useful. Even five minutes to read what the governor says may not help. It may not tell you if the money will go up or down."
62,62_1,1,"The trouble is, there is a breed of hedge funds that does not operate like ordinary mortals do. They’re pursuing fast action and even the possibility of morsels of information count in their world. Some even run artificial intelligence computer programmes to alight on specific words or phrases and then trade instantly, and perhaps only for a brief second, on what they learn. This type of hedge fund may also be interested in what Carney doesn’t say, as much as what he does, in response to a question. Such strategies seek only marginal gains, and success is clearly not guaranteed, but a central bank simply cannot give anybody any theoretical opportunity to get ahead of the market. The fallout from this affair will be fascinating. The Financial Conduct Authority will have to decide if the third-party supplier (which surely won’t remain unidentified for long) has merely breached its contract with the Bank or has committed market abuse, which is a serious regulatory matter. The market abuse question also applies to the hedge funds, though the FCA will face an obvious difficulty in proving that a trade was placed because of access to the audio feed rather than something unrelated. This could be groundbreaking territory. The judgment on the Bank of England, by contrast, is already clear. It looks amateurish.","Some hedge funds are different. They do not work like normal people. They want to act very fast. Small pieces of news are important to them.

Some even use computers with AI. These computers look for words and phrases. Then, they trade very quickly. They may only trade for a second.

These hedge funds care about what someone does *not* say. They want to get small advantages. It is not sure they will win. But a bank cannot let anyone get ahead.

This situation will be interesting. The Financial Conduct Authority (FCA) will look at it. They will see if the company that gave the audio broke a rule. Did they only break a contract with the bank? Or did they do something worse called ""market abuse""? This is serious.

The FCA will also look at the hedge funds. Did they trade because of the audio? Or was it for another reason? It will be hard to prove. This is a new situation.

We already know one thing. The Bank of England made a mistake. It looks like they were not careful."
63,63_0,0,"Saturday was not so super for retailers last weekend, as numbers visiting high streets and shopping centres fell by nearly 8% compared with the previous year. With some retailers accepting online orders as late as Christmas Eve, shoppers now have many more choices about the way they shop and often hang on for last-minute bargains. More than a third (36%) of Brits have left gift-buying until the last few days before Christmas, according to Argos. It said 10% more men than women leave gift-buying until very late, with the most popular gift bought in its stores on Christmas Eve last year being an electric toothbrush. John Lewis expected novelty socks and gadgets such as airpods and smart speakers to be its most popular last-minute items. Monday was expected to be the busiest day for food retailers with Waitrose expecting to sell 214,000kg of sprouts in the final days before Christmas and 250% more quails eggs than usual. The lower turnout recorded by shopper monitoring firm Springboard on Saturday –traditionally one of the busiest shopping days of the year – came despite a flurry of discounts from retailers in an effort to tempt bargain hunters after a difficult trading year. Industry experts said the plethora of promotions on offer since November, and particularly over the Black Friday discount period at the end of November, meant many had spent their money early or were underwhelmed by further price cuts. Late last week Topshop and Miss Selfridge increased their discounts to up to 60%, from 40% and 50% respectively earlier in the week, while Jigsaw, Peacocks and House of Fraser increased their price cuts to 50%, matching Debenhams, Hobbs and Oasis, which had deepened their discounts. Marks &amp; Spencer also added knitwear to its price-cutting pile, offering 40% off its key seasonal category, as well as a half-price on beauty gifts offer. The difficult trading is expected to bring further distress for retailers in early 2020 after numerous administrations and store closures this year. The number of retailers in financial distress in the final quarter of the year has risen 1.4% on the same period last year to 27,000, according to data from the corporate recovery firm Begbies Traynor. Fashion chains are among the worst affected, with the number in distress increasing by 21% in the past three years to 3,355.","Last Saturday was not a great day for shops.
Less people went to the shops than last year.
About 8% less people visited the streets and shopping places.

Shops now let people buy things online until Christmas Eve.
People have more ways to shop.
They often wait to find good prices at the last minute.

A lot of people in Britain buy gifts very late.
About 36% buy gifts in the last few days before Christmas.
This is according to a shop called Argos.
More men than women buy gifts very late.
The most popular gift at Argos on Christmas Eve last year was an electric toothbrush.

A shop called John Lewis thought some things would be popular.
These things were fun socks, airpods, and smart speakers.

Monday was probably the busiest day for food shops.
A shop called Waitrose thought they would sell a lot of sprouts.
They thought they would sell 214,000 kg of sprouts.
They also thought they would sell more quails eggs than usual.

A company called Springboard counts the people in shops.
They said less people went shopping on Saturday.
Saturday is usually a very busy day.
Shops tried to get people to come by having sales.
The shops have not been doing well this year.

Experts say that the shops had sales in November.
They had sales for Black Friday.
So people bought things early.
Now, people are not excited by more sales.

Last week, some shops had bigger sales.
Topshop and Miss Selfridge had sales of up to 60%.
Before, their sales were 40% or 50%.
Jigsaw, Peacocks and House of Fraser also had sales.
Their sales were up to 50%.
Debenhams, Hobbs and Oasis also had big sales.

Marks & Spencer also had sales on clothes.
They had 40% off some clothes.
They also had half-price beauty gifts.

The shops are not doing well.
Some shops may have problems in 2020.
Some shops may close.

A company called Begbies Traynor says many shops are having money problems.
The number of shops with money problems is up 1.4% from last year.
About 27,000 shops have problems.
Clothes shops are having the most problems.
The number of clothes shops with problems has increased by 21% in three years.
About 3,355 clothes shops have problems."
63,63_1,1,"Online retailers are not immune to the slowdown, with the number in trouble up by 65% in the past three years, to more than 9,000.","Here is the rewritten text at CEFR A2 level:

Shops online are also having problems. The number of online shops with problems is going up. In the last three years, it went up a lot. It went up by 65%. Now, more than 9,000 online shops have problems."
64,64_0,0,"The Bank of England restructured its security department and lost multiple senior employees in charge of protecting some of Britain’s most critical financial infrastructure shortly before it suffered a major breach, the Observer can reveal. After the central bank admitted that hedge funds had gained early access to its market-moving press conferences via a backup audio feed, multiple former employees contacted the Observer to warn that the Bank was struggling with the departure of key staff responsible for protecting it against external threats. The sources said at least 20 of the Bank’s staff tasked with information security had left or been reassigned elsewhere within the bank within the past year, raising questions over the protection of the nation’s payment systems and other critical infrastructure vital for the British financial system. The Observer was able to verify 13 of these departures using information from social media and other sources. The revelations come at a sensitive time for the Bank as it prepares for the handover of power in March from Mark Carney, the outgoing governor, to Andrew Bailey, the current chief executive of the Financial Conduct Authority. Threadneedle Street has also played a central role in efforts to improve the safety and integrity of the financial system since the 2008 banking collapse, including warning the industry to improve its cyber and information security operations. It is responsible for key parts of the nation’s critical infrastructure, including the payments systems that carry every bank transfer made in Britain, the wages of millions of people, cheques, and payments between businesses of all sizes. On an average day in 2018, the Bank’s real-time gross settlement system (RTGS) settled transactions worth £651bn. According to the former employees, the Bank’s chief information security officer and two deputies have left in the past year. Multiple former employees described the organisation as beset by budget cuts before Carney’s departure, against a backdrop of concerns over cost efficiency. They said there were problems with staffing given the departures and low staff morale. Much of the disquiet stemmed from a move to dismantle the Bank’s “security and privacy” directorate, the people said. The team, part of the central services division, previously had oversight over cyber, personnel and physical security matters, as well as privacy. Staff and responsibilities were instead spread across other parts of the organisation.","The Bank of England changed its security team. Then, some important people left their jobs. These people helped to keep Britain's money systems safe.

Before this, the Bank of England had a problem. Some companies got secret information early. This information was from press meetings.

After this problem, some people who used to work at the Bank talked to a newspaper called ""The Observer."" They said the Bank was having trouble. Key people who protected the Bank from danger were leaving.

These people said that at least 20 security staff had left or moved to other jobs in the last year. This makes people ask: Are Britain's money systems safe? Are other important things safe?

""The Observer"" checked and found that 13 people had left. This is happening at an important time. The leader of the Bank, Mark Carney, is leaving in March. Andrew Bailey will be the new leader.

The Bank of England is very important. It helps to make the money system safer. It has warned banks to improve their computer security.

The Bank is responsible for important things like: Payments between banks, salaries of workers, checks, and money between companies.

In 2018, the Bank moved about 651 billion pounds every day.

The people who used to work at the Bank said that the top security person and two other security leaders have left.

They said the Bank had less money to spend before Mark Carney left. They were worried about saving money.

They also said that there were not enough staff. People were not happy at work.

The problems started when the Bank changed its security team. The old team watched over computers, people, and buildings. They also protected private information. Now, these jobs are done by different teams."
64,64_1,1,"It is understood that many of the people now sit under the Bank’s technology, security and risk directorates, in a move designed to make the organisation safer. The Bank has about 70 cybersecurity professionals. A Bank of England spokeswoman said: “The Bank operates the highest standard of information security and is confident in our ability to recognise cyber threats and defend our systems appropriately. Earlier this year, the Bank completed a review of its central services target operating model and, as part of that, reinforced the arrangements for first- and second-line information security. This change was fully supported by the Bank’s audit and risk committee.” The Bank admitted late on Wednesday night that it had suffered a security breach, with a provider of a backup audio feed of the governor’s market-sensitive press conferences selling early access to unnamed investors without its knowledge. Those investors could have used the few seconds’ advantage to profit. It was alerted to the breach by the Times newspaper, conducted a rapid internal investigation and passed the matter to the FCA. The City watchdog has confirmed it is investigating the issue, and it is understood that Bailey will recuse himself from all discussions of the matter to avoid any suggestion of a conflict of interest. The Bank’s chief operating officer, Joanna Place, is the most senior manager responsible for physical and information security, and faced calls to resign from a former member of the Bank’s monetary policy committee, Danny Blanchflower, following the breach. Place, who was appointed in July 2017, reports directly to the governor, and has an equal status to the Bank’s deputy governors. Multiple sources said the Bank was under pressure to cut the budget of the central services division, which was managed by Place. They said the government spending watchdog, the National Audit Office, warned in December 2018 that the Bank needed to deliver better value for money. Place told the Commons’ public accounts committee in January that the Bank did not “have any gaps in cybersecurity”. However, her chief information security officer, Cameron “Buck” Rogers, resigned little over a month later. Multiple other security experts followed him. A spokeswoman for the Bank said Rogers resigned on 23 February and that Place was not aware he was going to quit when she gave evidence on 21 January.","Many people work in the Bank of England. They work with computers, security, and risk. The Bank wants to be more safe.

The Bank has about 70 people who work on computer security.

A person from the Bank said: ""We are very careful with our information. We know how to find computer problems. We can protect our systems.""

The Bank looked at how it works. It made the security better. The people who check the Bank agreed with this change.

The Bank said that something bad happened. A company was helping the Bank with sound recordings. These recordings were from important meetings. The company sold these recordings to some people early. The Bank did not know about this.

These people could use this early information to make money.

A newspaper told the Bank about the problem. The Bank quickly looked into it. Then, the Bank told the FCA about it. The FCA is a group that watches over money matters.

The FCA is checking this problem. The leader of the Bank will not talk about it. This is so there is no problem with fairness.

Joanna Place is in charge of security at the Bank. Someone who used to work at the Bank said she should leave her job. This was because of the security problem.

Joanna Place started her job in 2017. She tells the leader of the Bank what is happening. She is important like the deputy leaders of the Bank.

Some people said the Bank needed to spend less money. Joanna Place was in charge of this.

In 2018, a group said the Bank needed to be better with money.

Joanna Place said the Bank was safe from computer problems. This was in January.

But soon after, the person in charge of computer security left his job. His name was Cameron Rogers. Other security people also left.

A person from the Bank said Cameron Rogers left on February 23. Joanna Place did not know he would leave when she spoke in January."
64,64_2,2,"At the hearing, Meg Hillier, the Labour chair of the committee, expressed surprise at Place’s answer, given the difficulties other public-sector organisations had with recruiting and retaining cyber security staff, and asked again if there were any vacancies. Place responded: “Offhand, I do not know whether we have any vacancies, but we do not have a problem with recruiting and we do not have a problem with retention in cyber, either.” There was widespread unease within the Bank following her testimony, multiple sources said, and in the months after her appearance the cybersecurity function suffered the outflow of staff. The public sector struggles to retain staff in cybersecurity roles because of intense competition from the higher-paying private sector. However, the reputation of the Bank and its important role in protecting financial stability are attractive for potential candidates, and the sources said they believed it was in the public interest to shed light on the problems it was facing. A Bank of England spokesperson said: “The incident relating to the misuse of a backup audio feed from the Bank’s press conferences by a third-party supplier, which the Bank has referred to the Financial Conduct Authority for further investigation, was not a cyber security issue.”","Here is the rewritten text, suitable for CEFR A2 level:

Meg Hillier was at a meeting. She is in the Labour party. She is in charge of a group.

She was surprised by what someone named Place said. Other groups that work for the government have problems. They can't find people for cyber security. They can't keep the people they have.

Meg asked Place if there were any empty jobs. Place said she did not know. But she said they do not have a problem finding people. And they do not have a problem keeping them. This was for cyber security.

Many people at the Bank were worried after she spoke. Some people left the cyber security team. This happened in the months after she spoke.

It is hard for the government to keep cyber security people. Companies that pay more money want them.

But the Bank is important. It helps keep money safe. Some people want to work there because of this. Some people think it is good to talk about the problems at the Bank.

Someone from the Bank of England said something. A company used a secret audio from the Bank. The Bank told the Financial Conduct Authority about it. This was not a cyber security problem."
65,65_0,0,"UK high streets have shed more than 140,000 jobs this year as store closures and retail failures made 2019 one of the most challenging years in a generation. More than 2,750 jobs were lost every week, according to a detailed analysis by the Centre for Retail Research (CRR) published today. It predicts the picture will worsen in 2020, unless the government intervenes, with high business rates one of the factors blamed for accelerating chain store closures. Prof Joshua Bamfield, the CRR’s director, said retail was in crisis owing to high costs, low levels of profitability and sales moving online. “These problems are felt by most businesses operating from physical stores in high streets or shopping malls,” Bamfield said. “The low growth in consumer spending since 2015 has meant that the growth in online sales has come at the expense of the high street.” The CRR said 38,100 of the jobs lost this year were down to retail chains going bust with Karen Millen and Coast among 2019’s high profile casualties. Another 26,500 roles were shed through company voluntary arrangements (CVAs), a controversial insolvency procedure that has been used by the likes of Sir Philip Green’s Arcadia group and Debenhams to shed loss-making stores. Another 78,600 jobs were axed through cost-cutting programmes by large retailers or small shops simply shutting for good. Marks &amp; Spencer is among the big names closing stores while House of Fraser, which is part of Mike Ashley’s Frasers Group, has also been shutting outlets. A total of 143,100 jobs were lost in 2019, according to CRR’s calculations, up by more than a fifth on 2018’s 117,400. The CRR also calculated that 16,073 shops closed around the UK in 2019, or around 61 every working day. That was an increase on the 14,583 shops which closed in 2018. A separate study looking at how the UK labour market had changed over the past decade said the rise of online shopping had eliminated 289,000 “traditional” high street roles. Eight out of 10 of these entry-level retail jobs – positions like sales assistant and checkout operator – were held by women, according to the RSA Future Work Centre.","In the UK, many shops are in the high street. This year, many people lost their jobs in these shops. More than 140,000 people lost their jobs.

Shops are closing. Companies are failing. 2019 was a very hard year for shops.

A group called the Centre for Retail Research (CRR) looked at this. They said that every week, more than 2,750 jobs were lost.

The CRR thinks things will get worse in 2020. The government needs to help.

One problem is the cost of having a shop. This is making shops close faster.

Professor Joshua Bamfield works at the CRR. He said shops are in trouble. They have high costs and not much profit. People are buying things online instead of in shops.

He said many shops in high streets and shopping centres have these problems. People are not spending much money. So, online shops are doing well, but high street shops are not.

The CRR said that 38,100 jobs were lost because shops closed. For example, Karen Millen and Coast closed down.

Also, 26,500 jobs were lost because of something called CVAs. CVAs are a way for companies to close shops that lose money. Some big companies like Arcadia and Debenhams used CVAs.

Another 78,600 jobs were lost because big shops cut costs. Some small shops just closed down.

Marks & Spencer is a big shop that is closing some stores. House of Fraser is also closing shops.

The CRR said that 143,100 jobs were lost in 2019. This is more than in 2018. In 2018, 117,400 jobs were lost.

The CRR also said that 16,073 shops closed in the UK in 2019. That is about 61 shops every day. In 2018, 14,583 shops closed.

Another study looked at jobs in the UK. It said that online shopping has taken away 289,000 jobs in high street shops.

Many of these jobs were for women. These jobs were things like sales assistant and checkout operator. A group called the RSA Future Work Centre said that eight out of ten of these jobs were held by women."
65,65_1,1,"The thinktank is part of the Royal Society for the encouragement of Arts, Manufactures and Commerce, the charity run by Matthew Taylor who authored a gig economy review for Theresa May when she was prime minister. Alan Lockey, who heads the thinktank, said: “The carnage on the high street has hollowed out many jobs traditionally held by women, but areas of growth related to e-commerce, such as van driving, are going more to men. This is having a profound effect on individuals, families and society.” Today one in every five pounds spent at the shops is online – more than double the level at the start of the decade. The resulting shift in labour markets are stark. There are now 166,000 fewer check-out staff, shelf fillers and sales assistants than at the start of the 2010s, according to RSA’s analysis of official employment data, while the pool of bank and post office clerks has shrunk by 65,000 as branches closed. By comparison there are 102,000 more van drivers and 161,000 more administration roles. Lockey said the decline of the high street was the most dramatic factor affecting the UK’s jobs landscape, even though austerity, which had eliminated 109,000 public sector administrators, also loomed large. Despite the reckoning taking place the retail sector remains the UK’s biggest private sector employer with a workforce of around 3 million. Its decline contrasts with a wider picture showing record levels of employment as former shop workers find alternative work in restaurants, hotels and as care workers. The RSA study showed a near 78,000 rise in the number of care workers. “The employment figures show that over the last decade the economy has been good at creating jobs but low skilled workers in the retail sector have been pushed from pillar to post. The alternative jobs they are getting are often low paid and do not provide good security, leading to working poverty,” Lockey added. The important Christmas trading period appears to have brought little respite for struggling retail chains. Trading during November and December was marred by heavy discounting as stores sought to tempt out shoppers put off by the uncertainty around Brexit and the 12 December general election. The post-Christmas sales got off to a disappointing start too, attracting smaller crowds than in previous years.","Here is the rewritten text at an A2 CEFR level:

There is a group called a ""thinktank."" This group is part of a bigger group called the Royal Society. Matthew Taylor runs this bigger group. He wrote a report about the ""gig economy"" for Theresa May. She was the Prime Minister before.

Alan Lockey is in charge of the thinktank. He said that many shops are closing. This means that many jobs are disappearing. These jobs were often for women. But new jobs are appearing because of the internet. These new jobs, like driving vans, are often for men. This is bad for people, families, and the country.

Now, people buy more things online. They spend more money online than before. This changes the jobs that are available.

There are fewer people working as check-out staff in shops. There are also fewer people filling shelves in shops. And fewer people helping customers. There are 166,000 fewer of these jobs than before. Also, many banks and post offices have closed. So, there are 65,000 fewer bank and post office workers.

But there are more van drivers now. There are 102,000 more van drivers. And there are 161,000 more people working in offices.

Alan Lockey said that shops closing is a big problem for jobs in the UK. The government also cut some jobs. This affected 109,000 office workers who worked for the government.

Even though many shops are closing, shops still employ many people. About 3 million people work in shops. But now, many people who used to work in shops are finding other jobs. They are working in restaurants, hotels, or as care workers. There are almost 78,000 more care workers now.

Alan Lockey said that the economy has created new jobs. But people who used to work in shops are not getting good jobs. The new jobs often pay less. They are not safe and secure. So, people are working but still poor.

Christmas is usually a good time for shops. But this Christmas was not good. Shops had sales to try to get people to buy things. People were worried about Brexit and the election. So, they did not buy as much. The sales after Christmas were not very good either. Not many people went to the shops."
